충전_일시,충전소_ID,충전기_ID,시도_코드,시군구_코드,시도_명,시군구_명,충전소_명,위도,경도,충전_구분,충전_방식,시작_일시,종료_일시,시작_SOC,종료_SOC,SOC_충전_량,전력_사용량,충전_시간,전력_사용량_(경부하),전력_사용량_(중간부하),전력_사용량_(최대부하),비고,생산_일시
2023-03-25 03:42:22,KRPPKCS0064,KRPPKCP0464,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 02:16:19,2023-03-25 04:25:32,29,94,74,168,0,168,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:23,KRPPKCS0008,KRPPKCP0490,41,190,경기도,부천시,**** *** *****,37,126,13,D,2023-03-25 02:29:19,2023-03-25 04:31:06,26,99,68,211,0,211,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:23,KRPPKCS0012,KRPPKCP0087,41,171,경기도,안양시,******* *****,37,126,13,D,2023-03-25 02:33:21,2023-03-25 04:07:27,42,100,83,144,0,144,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:24,KRPPKCS0008,KRPPKCP0059,41,190,경기도,부천시,**** *** *****,37,126,13,D,2023-03-25 03:27:24,2023-03-25 03:50:33,67,99,91,32,2311,32,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:24,KRPPKCS0064,KRPPKCP0462,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 02:21:21,2023-03-25 04:24:13,30,94,74,162,0,162,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:25,KRPPKCS0064,KRPPKCP0465,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 02:17:21,2023-03-25 04:31:26,25,94,71,176,0,176,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:26,KRPPKCS0064,KRPPKCP0470,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 03:15:25,2023-03-25 04:58:40,6,94,29,149,0,149,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:29,KRPPKCS0102,KRPPKCP0739,28,158,인천광역시,연수구,***** ***,37,126,13,D,2023-03-25 03:00:28,2023-03-25 04:24:18,33,100,83,106,0,106,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:32,KRPPKCS0064,KRPPKCP0468,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 01:52:27,2023-03-25 04:03:28,28,94,86,171,0,171,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:35,KRPPKCS0041,KRPPKCP0911,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-03-25 03:35:36,2023-03-25 05:01:07,40,100,44,120,0,120,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:37,KRPPKCS0008,KRPPKCP0062,41,190,경기도,부천시,**** *** *****,37,126,13,D,2023-03-25 02:56:35,2023-03-25 04:48:49,25,94,52,194,0,194,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:41,KRPPKCS0001,KRPPKCP0005,41,117,경기도,수원시,**** ***** *** ***,37,127,13,D,2023-03-25 01:50:36,2023-03-25 03:55:32,15,95,85,186,0,186,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:44,KRPPKCS0102,KRPPKCP0738,28,158,인천광역시,연수구,***** ***,37,126,13,D,2023-03-25 02:24:41,2023-03-25 03:59:26,47,100,94,154,0,154,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:45,KRPPKCS0001,KRPPKCP0002,41,117,경기도,수원시,**** ***** *** ***,37,127,13,D,2023-03-25 02:13:42,2023-03-25 04:20:52,12,95,70,168,0,168,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:48,KRPPKCS0064,KRPPKCP0473,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 02:48:46,2023-03-25 04:47:31,5,94,52,148,0,148,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:48,KRPPKCS0102,KRPPKCP0739,28,158,인천광역시,연수구,***** ***,37,126,13,D,2023-03-25 03:01:47,2023-03-25 04:24:16,34,100,84,104,0,104,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:50,KRPPKCS0070,KRPPKCP0856,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-25 02:59:48,2023-03-25 04:41:14,36,100,64,161,0,161,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:50,KRPPKCS0070,KRPPKCP0562,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-25 02:59:48,2023-03-25 04:41:14,36,100,64,161,0,161,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:51,KRPPKCS0064,KRPPKCP0470,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 03:15:50,2023-03-25 05:33:05,25,94,40,179,0,179,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:54,KRPPKCS0011,KRPPKCP0084,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-25 01:17:49,2023-03-25 05:45:42,88,87,87,1,0,1,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:55,KRPPKCS0001,KRPPKCP0005,41,117,경기도,수원시,**** ***** *** ***,37,127,13,D,2023-03-25 02:52:52,2023-03-25 03:47:47,58,95,91,84,0,84,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:55,KRPPKCS0008,KRPPKCP0044,41,190,경기도,부천시,**** *** *****,37,126,13,D,2023-03-25 02:53:53,2023-03-25 03:49:05,72,99,95,46,0,46,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:56,KRPPKCS0064,KRPPKCP0467,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 02:05:52,2023-03-25 04:01:07,22,94,87,148,0,148,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:58,KRPPKCS0001,KRPPKCP0008,41,117,경기도,수원시,**** ***** *** ***,37,127,13,D,2023-03-25 01:59:53,2023-03-25 04:08:32,18,100,83,191,0,191,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:42:59,KRPPKCS0064,KRPPKCP0469,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-25 01:45:53,2023-03-25 04:05:17,23,94,85,182,0,182,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:43:00,KRPPKCS0070,KRPPKCP0857,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-25 02:43:57,2023-03-25 04:22:01,42,100,78,154,0,154,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:43:00,KRPPKCS0070,KRPPKCP0563,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-25 02:43:57,2023-03-25 04:22:01,42,100,78,154,0,154,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-25 03:43:02,KRPPKCS0008,KRPPKCP0061,41,190,경기도,부천시,**** *** *****,37,126,13,D,2023-03-25 02:08:57,2023-03-25 05:10:39,23,63,20,57,0,57,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
