충전_일시,충전소_ID,충전기_ID,시도_코드,시군구_코드,시도_명,시군구_명,충전소_명,위도,경도,충전_구분,충전_방식,시작_일시,종료_일시,시작_SOC,종료_SOC,SOC_충전_량,전력_사용량,충전_시간,전력_사용량_(경부하),전력_사용량_(중간부하),전력_사용량_(최대부하),비고,생산_일시
2023-02-17 09:06:52,KRPPKCS0065,KRPPKCP0485,41,570,경기도,김포시,**** *****,37,126,13,D,2023-02-17 08:58:53,2023-02-17 09:45:53,62,100,67,61,0,0,1,59,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:52,KRPPKCS0020,KRPPKCP0153,41,210,경기도,광명시,**** *****,37,126,13,D,2023-02-17 09:00:53,2023-02-17 09:21:21,66,80,69,24,2035,0,0,24,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:52,KRPPKCS0040,KRPPKCP0851,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-02-17 08:53:53,2023-02-17 09:40:22,64,95,70,48,0,0,6,42,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:52,KRPPKCS0085,KRPPKCP0644,41,590,경기도,화성시,*******,37,127,13,D,2023-02-17 08:55:56,2023-02-17 09:37:15,63,95,71,42,0,0,4,38,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:52,KRPPKCS0102,KRPPKCP0738,28,158,인천광역시,연수구,***** ***,37,126,13,D,2023-02-17 08:52:50,2023-02-17 09:46:41,46,99,62,84,0,0,11,72,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:52,KRPPKCS0045,KRPPKCP0287,26,710,부산광역시,기장군,**** *****,35,129,13,D,2023-02-17 08:48:36,2023-02-17 09:30:54,67,95,79,42,0,0,11,30,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:53,KRPPKCS0070,KRPPKCP0858,41,210,경기도,광명시,**** ******,37,126,13,D,2023-02-17 08:57:54,2023-02-17 09:07:25,79,91,90,15,938,0,3,12,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:53,KRPPKCS0070,KRPPKCP0564,41,210,경기도,광명시,**** ******,37,126,13,D,2023-02-17 08:57:54,2023-02-17 09:07:25,79,91,90,15,938,0,3,12,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:53,KRPPKCS0044,KRPPKCP0278,26,500,부산광역시,수영구,**** ***,35,129,13,D,2023-02-17 09:06:51,2023-02-17 09:30:17,84,96,84,38,2336,0,0,38,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:53,KRPPKCS0032,KRPPKCP0207,44,200,충청남도,아산시,**** *************,36,127,13,D,2023-02-17 08:28:19,2023-02-17 09:07:15,55,95,95,49,0,0,40,9,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0016,KRPPKCP0109,41,370,경기도,오산시,**** **** *****,37,127,13,D,2023-02-17 08:47:52,2023-02-17 09:16:14,58,82,73,38,2823,0,16,22,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0073,KRPPKCP0589,11,620,서울특별시,관악구,**** *****,37,126,13,D,2023-02-17 09:00:55,2023-02-17 09:20:20,73,93,80,18,1939,0,0,18,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0018,KRPPKCP0126,11,545,서울특별시,금천구,**** *****,37,126,13,D,2023-02-17 08:40:54,2023-02-17 09:09:17,68,90,89,28,2838,0,19,9,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0068,KRPPKCP0517,41,173,경기도,안양시,******* *****,37,126,13,D,2023-02-17 08:47:56,2023-02-17 09:35:15,70,98,81,81,0,0,20,60,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0115,KRPPKCP0812,48,125,경상남도,창원시,**** ***,35,128,13,D,2023-02-17 08:37:54,2023-02-17 09:22:21,59,100,87,60,0,0,30,30,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0044,KRPPKCP0278,26,500,부산광역시,수영구,**** ***,35,129,13,D,2023-02-17 09:06:51,2023-02-17 09:30:17,84,96,84,38,2336,0,0,38,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0007,KRPPKCP0041,41,285,경기도,고양시,**** *****,37,126,13,D,2023-02-17 08:40:53,2023-02-17 09:11:59,82,100,97,34,0,0,21,13,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0066,KRPPKCP0500,41,480,경기도,파주시,**** *******,37,126,13,D,2023-02-17 08:39:54,2023-02-17 09:07:13,64,86,85,36,2726,0,26,9,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:54,KRPPKCS0004,KRPPKCP0021,11,170,서울특별시,용산구,**** ** *****,37,126,13,D,2023-02-17 08:55:55,2023-02-17 09:33:31,69,95,78,63,0,0,6,56,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:55,KRPPKCS0122,KRPPKCP0838,41,220,경기도,평택시,**** ***,37,127,13,D,2023-02-17 08:52:56,2023-02-17 09:18:41,78,93,86,29,2553,0,8,21,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0057,KRPPKCP0444,50,110,제주특별자치도,제주시,**** **,33,126,13,D,2023-02-17 08:35:21,2023-02-17 09:14:18,69,80,77,40,0,0,25,14,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0099,KRPPKCP0718,41,550,경기도,안성시,**** ***,37,127,13,D,2023-02-17 08:32:55,2023-02-17 09:07:00,78,100,99,36,0,0,28,7,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0005,KRPPKCP0031,41,590,경기도,화성시,**** *****,37,126,13,D,2023-02-17 09:05:57,2023-02-17 09:40:42,72,95,73,38,0,0,0,38,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0006,KRPPKCP0888,11,290,서울특별시,성북구,**** ***,37,126,13,D,2023-02-17 09:05:09,2023-02-17 09:20:59,75,95,77,25,1537,0,0,25,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0051,KRPPKCP0322,48,123,경상남도,창원시,***** *****,35,128,13,D,2023-02-17 08:56:56,2023-02-17 09:38:26,68,97,75,45,0,0,3,42,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0073,KRPPKCP0588,11,620,서울특별시,관악구,**** *****,37,126,13,D,2023-02-17 08:52:56,2023-02-17 09:09:32,68,90,88,17,1648,0,7,9,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:56,KRPPKCS0075,KRPPKCP0606,11,260,서울특별시,중랑구,********,37,127,13,D,2023-02-17 09:05:57,2023-02-17 09:40:42,72,95,73,38,0,0,0,38,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:57,KRPPKCS0085,KRPPKCP0644,41,590,경기도,화성시,*******,37,127,13,D,2023-02-17 08:56:02,2023-02-17 09:37:14,63,95,71,41,0,0,4,37,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:58,KRPPKCS0081,KRPPKCP0630,28,710,인천광역시,강화군,**** **********,37,126,13,D,2023-02-17 08:56:58,2023-02-17 09:20:54,66,89,76,26,2404,0,3,23,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:58,KRPPKCS0103,KRPPKCP0745,11,500,서울특별시,강서구,**** ***,37,126,13,D,2023-02-17 08:56:58,2023-02-17 09:13:13,89,98,95,21,1622,0,4,17,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:58,KRPPKCS0012,KRPPKCP0086,41,171,경기도,안양시,******* *****,37,126,13,D,2023-02-17 08:25:23,2023-02-17 09:06:53,79,100,100,62,0,0,51,10,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:58,KRPPKCS0008,KRPPKCP0044,41,190,경기도,부천시,**** *** *****,37,126,13,D,2023-02-17 08:42:58,2023-02-17 09:07:58,56,95,94,30,2513,0,20,9,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:59,KRPPKCS0045,KRPPKCP0285,26,710,부산광역시,기장군,**** *****,35,129,13,D,2023-02-17 08:34:28,2023-02-17 09:13:02,61,93,89,46,0,0,31,15,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:59,KRPPKCS0012,KRPPKCP0086,41,171,경기도,안양시,******* *****,37,126,13,D,2023-02-17 08:25:23,2023-02-17 09:06:53,79,100,100,62,0,0,51,10,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:59,KRPPKCS0068,KRPPKCP0521,41,173,경기도,안양시,******* *****,37,126,13,D,2023-02-17 08:38:59,2023-02-17 09:16:29,74,98,92,40,0,0,22,17,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:06:59,KRPPKCS0053,KRPPKCP0333,48,125,경상남도,창원시,**** *******,35,128,13,D,2023-02-17 08:56:28,2023-02-17 09:20:19,80,98,88,35,2358,0,5,30,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:00,KRPPKCS0045,KRPPKCP0289,26,710,부산광역시,기장군,**** *****,35,129,13,D,2023-02-17 09:02:57,2023-02-17 09:52:04,65,100,66,55,0,0,0,55,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:00,KRPPKCS0115,KRPPKCP0815,48,125,경상남도,창원시,**** ***,35,128,13,D,2023-02-17 08:33:59,2023-02-17 09:13:01,70,95,91,43,0,0,29,14,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:01,KRPPKCS0011,KRPPKCP0080,41,210,경기도,광명시,**** ******,37,126,13,D,2023-02-17 08:51:37,2023-02-17 09:06:43,77,95,95,22,1521,0,12,10,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:01,KRPPKCS0015,KRPPKCP0105,11,470,서울특별시,양천구,**** *******,37,126,13,D,2023-02-17 08:39:42,2023-02-17 09:17:51,58,82,74,78,0,0,41,36,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:01,KRPPKCS0087,KRPPKCP0653,41,150,경기도,의정부시,*******,37,127,13,D,2023-02-17 09:02:01,2023-02-17 09:29:12,70,93,74,39,2706,0,0,39,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:02,KRPPKCS0085,KRPPKCP0646,41,590,경기도,화성시,*******,37,127,13,D,2023-02-17 09:04:03,2023-02-17 09:38:41,73,95,75,29,0,0,0,29,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:02,KRPPKCS0042,KRPPKCP0261,26,230,부산광역시,부산진구,**** ***,35,129,13,D,2023-02-17 08:40:42,2023-02-17 09:07:59,80,93,92,22,2730,0,16,6,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:02,KRPPKCS0040,KRPPKCP0924,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-02-17 08:37:37,2023-02-17 09:24:49,60,90,74,93,0,0,44,48,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:03,KRPPKCS0018,KRPPKCP0124,11,545,서울특별시,금천구,**** *****,37,126,13,D,2023-02-17 08:49:03,2023-02-17 09:17:58,74,89,83,26,2813,0,9,16,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:03,KRPPKCS0087,KRPPKCP0653,41,150,경기도,의정부시,*******,37,127,13,D,2023-02-17 09:02:07,2023-02-17 09:29:27,70,93,74,41,2718,0,0,41,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:03,KRPPKCS0011,KRPPKCP0080,41,210,경기도,광명시,**** ******,37,126,13,D,2023-02-17 08:51:37,2023-02-17 09:06:43,77,95,95,22,1521,0,12,10,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:04,KRPPKCS0111,KRPPKCP0788,11,305,서울특별시,강북구,*******,37,127,13,D,2023-02-17 08:55:05,2023-02-17 09:16:29,61,94,80,36,2127,0,8,27,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:04,KRPPKCS0001,KRPPKCP0004,41,117,경기도,수원시,**** ***** *** ***,37,127,13,D,2023-02-17 08:57:04,2023-02-17 09:08:05,56,70,68,14,1105,0,3,10,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:05,KRPPKCS0109,KRPPKCP0777,41,590,경기도,화성시,****** *****,37,126,13,D,2023-02-17 08:56:06,2023-02-17 09:37:26,68,91,73,64,0,0,6,58,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:05,KRPPKCS0066,KRPPKCP0501,41,480,경기도,파주시,**** *******,37,126,13,D,2023-02-17 09:01:06,2023-02-17 09:22:27,66,81,70,26,2127,0,0,26,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-17 09:07:06,KRPPKCS0005,KRPPKCP0026,41,590,경기도,화성시,**** *****,37,126,13,D,2023-02-17 08:41:06,2023-02-17 09:15:52,67,95,85,46,0,0,25,21,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
