충전_일시,충전소_ID,충전기_ID,시도_코드,시군구_코드,시도_명,시군구_명,충전소_명,위도,경도,충전_구분,충전_방식,시작_일시,종료_일시,시작_SOC,종료_SOC,SOC_충전_량,전력_사용량,충전_시간,전력_사용량_(경부하),전력_사용량_(중간부하),전력_사용량_(최대부하),비고,생산_일시
2023-02-25 16:59:38,KRPPKCS0016,KRPPKCP0113,41,370,경기도,오산시,**** **** *****,37,127,13,D,2023-02-25 16:36:38,2023-02-25 17:08:28,55,84,74,47,0,0,47,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:38,KRPPKCS0069,KRPPKCP0528,41,171,경기도,안양시,******* ******,37,126,13,D,2023-02-25 16:53:38,2023-02-25 17:30:53,76,100,80,38,0,0,38,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:39,KRPPKCS0051,KRPPKCP0324,48,123,경상남도,창원시,***** *****,35,128,13,D,2023-02-25 16:41:40,2023-02-25 17:07:02,77,95,90,27,2525,0,27,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:39,KRPPKCS0041,KRPPKCP0907,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-02-25 16:53:59,2023-02-25 17:21:58,81,97,84,47,2808,0,47,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:39,KRPPKCS0034,KRPPKCP0214,44,133,충청남도,천안시,**** ***,36,127,13,D,2023-02-25 16:35:39,2023-02-25 17:16:45,70,95,84,71,0,0,71,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:39,KRPPKCS0041,KRPPKCP0914,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-02-25 16:21:26,2023-02-25 16:59:14,78,100,100,52,0,0,52,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:39,KRPPKCS0041,KRPPKCP0916,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-02-25 15:43:36,2023-02-25 17:07:21,50,100,96,109,0,0,109,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:39,KRPPKCS0053,KRPPKCP0339,48,125,경상남도,창원시,**** *******,35,128,13,D,2023-02-25 16:44:28,2023-02-25 17:02:54,86,99,99,15,1827,0,15,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0053,KRPPKCP0333,48,125,경상남도,창원시,**** *******,35,128,13,D,2023-02-25 16:39:38,2023-02-25 17:13:50,65,95,85,43,0,0,43,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0096,KRPPKCP0707,28,260,인천광역시,서구,******** ***,37,126,13,D,2023-02-25 16:24:38,2023-02-25 17:02:31,72,100,99,46,0,0,46,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0070,KRPPKCP0858,41,210,경기도,광명시,**** ******,37,126,13,D,2023-02-25 16:39:39,2023-02-25 17:18:53,76,98,89,63,0,0,63,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0072,KRPPKCP0583,41,570,경기도,김포시,**** *****,37,126,13,D,2023-02-25 16:58:41,2023-02-25 17:26:02,78,100,79,32,2728,0,32,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0117,KRPPKCP0822,48,170,경상남도,진주시,****** ***,35,128,13,D,2023-02-25 16:42:40,2023-02-25 17:22:59,74,97,83,73,0,0,73,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0070,KRPPKCP0564,41,210,경기도,광명시,**** ******,37,126,13,D,2023-02-25 16:39:39,2023-02-25 17:18:53,76,98,89,63,0,0,63,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0042,KRPPKCP0268,26,230,부산광역시,부산진구,**** ***,35,129,13,D,2023-02-25 16:55:41,2023-02-25 17:24:41,62,89,64,40,0,0,40,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:40,KRPPKCS0099,KRPPKCP0718,41,550,경기도,안성시,**** ***,37,127,13,D,2023-02-25 16:23:48,2023-02-25 17:01:02,67,100,99,49,0,0,49,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:41,KRPPKCS0041,KRPPKCP0918,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-02-25 16:58:42,2023-02-25 17:34:53,78,100,79,31,0,0,31,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-02-25 16:59:41,KRPPKCS0065,KRPPKCP0485,41,570,경기도,김포시,**** *****,37,126,13,D,2023-02-25 16:45:41,2023-02-25 17:21:18,78,100,87,36,0,0,36,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
