충전_일시,충전소_ID,충전기_ID,시도_코드,시군구_코드,시도_명,시군구_명,충전소_명,위도,경도,충전_구분,충전_방식,시작_일시,종료_일시,시작_SOC,종료_SOC,SOC_충전_량,전력_사용량,충전_시간,전력_사용량_(경부하),전력_사용량_(중간부하),전력_사용량_(최대부하),비고,생산_일시
2023-03-07 22:38:42,KRPPKCS0041,KRPPKCP0911,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-03-07 22:23:43,2023-03-08 00:00:00,65,97,71,127,0,127,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:42,KRPPKCS0049,KRPPKCP0863,26,230,부산광역시,부산진구,**** *****,35,129,13,D,2023-03-07 22:37:47,2023-03-07 23:24:24,85,100,74,80,0,80,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:42,KRPPKCS0081,KRPPKCP0630,28,710,인천광역시,강화군,**** **********,37,126,13,D,2023-03-07 21:53:41,2023-03-07 22:50:05,65,100,93,111,0,98,13,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:43,KRPPKCS0047,KRPPKCP0301,26,200,부산광역시,영도구,**** ***,35,129,13,D,2023-03-07 22:30:44,2023-03-07 22:40:41,93,100,98,20,1026,20,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:43,KRPPKCS0047,KRPPKCP0300,26,200,부산광역시,영도구,**** ***,35,129,13,D,2023-03-07 22:33:45,2023-03-07 23:04:53,77,100,80,56,0,56,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:44,KRPPKCS0118,KRPPKCP0829,30,140,대전광역시,중구,**** ***,36,127,13,D,2023-03-07 22:38:37,2023-03-07 23:22:43,72,98,72,80,0,80,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:44,KRPPKCS0018,KRPPKCP0131,11,545,서울특별시,금천구,**** *****,37,126,13,D,2023-03-07 22:09:43,2023-03-07 22:54:37,81,100,94,57,0,57,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:44,KRPPKCS0117,KRPPKCP0822,48,170,경상남도,진주시,****** ***,35,128,13,D,2023-03-07 22:03:43,2023-03-07 22:39:16,77,100,99,65,0,65,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:45,KRPPKCS0045,KRPPKCP0286,26,710,부산광역시,기장군,**** *****,35,129,13,D,2023-03-07 22:27:35,2023-03-07 23:10:21,75,100,81,74,0,74,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:46,KRPPKCS0051,KRPPKCP0321,48,123,경상남도,창원시,***** *****,35,128,13,D,2023-03-07 22:20:47,2023-03-07 23:37:59,39,100,50,147,0,147,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:46,KRPPKCS0011,KRPPKCP0083,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-07 22:30:48,2023-03-07 22:56:06,67,79,71,30,2551,30,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:47,KRPPKCS0116,KRPPKCP0820,30,200,대전광역시,유성구,**** ***,36,127,13,D,2023-03-07 21:26:44,2023-03-07 23:21:39,45,100,78,155,0,110,45,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:47,KRPPKCS0002,KRPPKCP0014,41,173,경기도,안양시,**** ** *** ***,37,126,13,D,2023-03-07 22:04:46,2023-03-07 23:20:35,53,100,73,123,0,123,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:47,KRPPKCS0073,KRPPKCP0589,11,620,서울특별시,관악구,**** *****,37,126,13,D,2023-03-07 22:35:52,2023-03-07 22:49:48,83,97,88,20,1432,20,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:47,KRPPKCS0092,KRPPKCP0671,41,113,경기도,수원시,**** ******,37,126,13,D,2023-03-07 22:11:46,2023-03-07 23:46:53,24,94,45,122,0,122,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:48,KRPPKCS0039,KRPPKCP0234,26,410,부산광역시,금정구,**** ***********,35,129,13,D,2023-03-07 22:26:48,2023-03-07 23:30:25,55,100,61,113,0,113,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:48,KRPPKCS0041,KRPPKCP0905,48,330,경상남도,양산시,**** *****,35,129,13,D,2023-03-07 22:10:25,2023-03-07 23:38:07,56,100,68,118,0,118,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:49,KRPPKCS0005,KRPPKCP0025,41,590,경기도,화성시,**** *****,37,126,13,D,2023-03-07 22:33:50,2023-03-07 22:51:59,84,95,87,33,1822,33,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:49,KRPPKCS0002,KRPPKCP0013,41,173,경기도,안양시,**** ** *** ***,37,126,13,D,2023-03-07 22:33:49,2023-03-07 23:56:04,53,100,55,124,0,124,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:49,KRPPKCS0070,KRPPKCP0857,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-07 22:10:49,2023-03-07 22:44:14,46,74,66,54,0,54,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:49,KRPPKCS0075,KRPPKCP0600,11,260,서울특별시,중랑구,********,37,127,13,D,2023-03-07 22:33:50,2023-03-07 22:51:59,84,95,87,33,1822,33,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:49,KRPPKCS0070,KRPPKCP0563,41,210,경기도,광명시,**** ******,37,126,13,D,2023-03-07 22:10:49,2023-03-07 22:44:14,46,74,66,54,0,54,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:50,KRPPKCS0044,KRPPKCP0280,26,500,부산광역시,수영구,**** ***,35,129,13,D,2023-03-07 22:31:44,2023-03-07 23:24:52,89,94,89,18,0,18,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:50,KRPPKCS0022,KRPPKCP0163,41,570,경기도,김포시,**** *****,37,126,13,D,2023-03-07 21:20:16,2023-03-07 22:54:59,53,94,92,134,0,77,56,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:50,KRPPKCS0064,KRPPKCP0480,41,117,경기도,수원시,**** ***,37,127,13,D,2023-03-07 22:03:49,2023-03-07 23:46:26,15,94,45,132,0,132,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:51,KRPPKCS0018,KRPPKCP0139,11,545,서울특별시,금천구,**** *****,37,126,13,D,2023-03-07 22:35:53,2023-03-07 23:14:39,89,100,91,43,0,43,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:52,KRPPKCS0067,KRPPKCP0511,41,480,경기도,파주시,**** *******,37,126,13,D,2023-03-07 22:04:51,2023-03-07 23:02:03,72,94,86,86,0,86,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
2023-03-07 22:38:52,KRPPKCS0012,KRPPKCP0512,41,171,경기도,안양시,******* *****,37,126,13,D,2023-03-07 22:34:53,2023-03-07 23:21:41,71,100,72,79,0,79,0,0,2023-04-04 전기차 충전 이력,2023-04-04 16:21:54
