,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
KRPPKCP0036,0.0,0.0,0.0,0.0,27.2,700.7555555555556,830.1777777777778,853.9333333333333,866.6555555555556,1014.0444444444445,720.7666666666667,1318.2555555555555,859.7777777777778,937.6555555555556,1439.9222222222222,1083.1666666666667,900.4888888888889,1196.4555555555555,1034.9555555555555,1008.7,1274.111111111111,1026.3666666666666,662.3777777777777,0.0
KRPPKCP0037,1442.0111111111112,138.34444444444443,0.6777777777777778,0.0,0.0,3.1666666666666665,21.533333333333335,4.1,0.0,2.611111111111111,135.43333333333334,147.14444444444445,74.62222222222222,0.0,0.0,8.755555555555556,186.37777777777777,171.45555555555555,147.11111111111111,10.511111111111111,0.0,0.0,0.0,2.9
KRPPKCP0038,0.0,0.0,0.0,0.0,123.35555555555555,833.0888888888888,1181.6222222222223,947.7555555555556,1076.0666666666666,1259.111111111111,911.9333333333333,1163.4333333333334,1293.4222222222222,1062.1888888888889,946.6,960.1777777777778,861.2222222222222,495.5777777777778,1084.388888888889,894.4555555555555,1059.5555555555557,906.5888888888888,339.15555555555557,51.233333333333334
KRPPKCP0039,0.0,0.0,0.0,0.0,0.5111111111111111,21.533333333333335,11.777777777777779,0.0,0.0,3.577777777777778,104.82222222222222,333.9111111111111,236.43333333333334,33.355555555555554,0.0,6.644444444444445,78.12222222222222,219.13333333333333,80.34444444444445,2.9444444444444446,0.0,0.0,0.0,0.0
KRPPKCP0040,311.0111111111111,658.4666666666667,82.85555555555555,0.0,198.92222222222222,959.0888888888888,1658.5777777777778,783.2,676.5,666.5222222222222,1158.9888888888888,839.5333333333333,977.7666666666667,529.9111111111112,691.5222222222222,898.9333333333333,915.3333333333334,644.5555555555555,934.3222222222222,507.96666666666664,748.2,1008.1666666666666,370.4555555555556,876.1333333333333
KRPPKCP0041,3547.4444444444443,1151.5111111111112,0.0,0.0,0.0,0.0,16.055555555555557,827.4777777777778,2275.277777777778,2908.911111111111,3048.9777777777776,2705.211111111111,2043.0,2190.4222222222224,2436.7555555555555,2152.1555555555556,1929.5111111111112,1931.7888888888888,1945.4333333333334,2458.9777777777776,2050.6222222222223,2069.211111111111,2015.0222222222221,2422.9
KRPPKCP0042,1144.611111111111,2871.1222222222223,322.1111111111111,0.0,0.0,120.53333333333333,28.8,544.3777777777777,816.2555555555556,1566.0333333333333,1711.4666666666667,1166.0333333333333,681.5333333333333,596.6888888888889,1010.8111111111111,1054.2333333333333,1041.1333333333334,463.3777777777778,538.8111111111111,1145.5777777777778,1404.9555555555555,1087.6555555555556,418.93333333333334,349.4
KRPPKCP0043,1980.2222222222222,976.3888888888889,1008.7333333333333,24.0,0.0,13.811111111111112,0.0,1472.6777777777777,1551.2666666666667,1782.0333333333333,1694.7111111111112,1817.9,1539.411111111111,1442.8,1334.7111111111112,1382.7888888888888,1303.5111111111112,1427.4777777777779,1722.2888888888888,1472.6555555555556,1487.1222222222223,1295.5,2043.111111111111,2244.7
KRPPKCP0044,968.8777777777777,447.4111111111111,1547.1555555555556,1483.3,1285.1666666666667,432.14444444444445,674.5111111111111,1261.2,1558.3555555555556,1692.9444444444443,1713.9777777777779,1818.0111111111112,1621.1444444444444,1672.7333333333333,1472.9555555555555,1744.4555555555555,1482.7111111111112,1435.8,1421.4666666666667,1438.9,1317.2,2007.0444444444445,1097.6555555555556,421.22222222222223
KRPPKCP0045,783.1666666666666,590.4555555555555,1944.7444444444445,1218.2222222222222,1173.7666666666667,476.0111111111111,698.1777777777778,1719.0666666666666,1490.7555555555555,1697.5,1894.0,2152.0,1800.5222222222221,1530.2888888888888,1535.0777777777778,1922.7111111111112,1583.1666666666667,1384.3333333333333,1307.9555555555555,1538.6222222222223,1783.9777777777779,1519.6444444444444,1488.0666666666666,259.76666666666665
KRPPKCP0046,598.5666666666667,276.0444444444444,1478.1222222222223,922.2,775.8333333333334,375.34444444444443,421.64444444444445,855.0444444444445,576.3,716.6888888888889,1295.5222222222221,1146.7777777777778,913.4,1019.3333333333334,1207.7555555555555,1352.7555555555555,799.7,971.4444444444445,926.8666666666667,999.8222222222222,1171.6888888888889,1000.1888888888889,1193.388888888889,397.77777777777777
KRPPKCP0047,504.2111111111111,1664.6222222222223,1894.2555555555555,315.6666666666667,906.0555555555555,274.94444444444446,575.8333333333334,1112.9333333333334,1293.4444444444443,1182.9,1227.0777777777778,1208.2666666666667,957.8888888888889,1094.7555555555555,1101.5777777777778,679.2444444444444,1159.8222222222223,747.5555555555555,998.7666666666667,1015.7111111111111,1039.6888888888889,1157.5555555555557,828.0222222222222,294.84444444444443
KRPPKCP0048,333.31111111111113,738.7888888888889,1162.9555555555555,383.0,496.2,295.46666666666664,92.94444444444444,442.73333333333335,121.58888888888889,514.5666666666667,585.4555555555555,956.3777777777777,634.4666666666667,641.7,383.18888888888887,526.4,242.07777777777778,734.6777777777778,220.38888888888889,703.0666666666667,185.15555555555557,601.3555555555556,591.0666666666667,248.57777777777778
KRPPKCP0049,1364.611111111111,1572.6333333333334,224.0888888888889,97.38888888888889,184.75555555555556,680.7666666666667,455.46666666666664,885.7888888888889,662.3111111111111,687.7555555555556,819.7,443.96666666666664,990.5333333333333,645.6777777777778,920.4222222222222,923.6444444444444,992.8444444444444,465.3666666666667,570.7777777777778,909.7777777777778,1254.9444444444443,990.1111111111111,748.4111111111112,372.0
KRPPKCP0050,390.18888888888887,1424.8555555555556,977.8555555555556,178.56666666666666,25.866666666666667,641.3666666666667,400.3666666666667,1063.6666666666667,884.0888888888888,1143.111111111111,1490.9,1406.0444444444445,1081.7333333333333,853.5222222222222,610.7777777777778,1040.088888888889,725.6444444444444,894.8888888888889,1012.4666666666667,1118.4444444444443,1113.7777777777778,859.0666666666667,930.8222222222222,146.22222222222223
KRPPKCP0051,2620.6555555555556,1061.5222222222221,44.32222222222222,7.022222222222222,51.55555555555556,219.1,505.15555555555557,756.6888888888889,429.5888888888889,207.5222222222222,254.24444444444444,201.15555555555557,198.03333333333333,421.27777777777777,587.1888888888889,667.7888888888889,672.9333333333333,957.7777777777778,499.7888888888889,739.5111111111111,897.8777777777777,727.3444444444444,670.3888888888889,544.1222222222223
KRPPKCP0052,866.2222222222222,1540.7888888888888,1844.911111111111,825.6222222222223,1333.9777777777779,622.0777777777778,1150.888888888889,2355.677777777778,1455.0222222222221,1923.388888888889,1532.5,1876.5777777777778,1714.9888888888888,1385.7333333333333,1293.2666666666667,1450.6777777777777,1755.0444444444445,1558.7888888888888,1692.4333333333334,1614.7888888888888,1818.3222222222223,1632.0777777777778,1687.7777777777778,904.7
KRPPKCP0053,628.1444444444444,1773.9444444444443,894.9333333333333,203.0888888888889,937.9777777777778,829.9666666666667,643.2777777777778,1648.111111111111,1110.6444444444444,1603.8777777777777,2185.4,1908.4888888888888,1876.4777777777779,1584.5222222222221,1299.9777777777779,1624.2444444444445,1697.0,1714.2666666666667,1666.4444444444443,1590.088888888889,1452.9333333333334,1464.6222222222223,1404.4222222222222,309.15555555555557
KRPPKCP0054,1437.1777777777777,2567.633333333333,540.2222222222222,63.922222222222224,864.9222222222222,485.6666666666667,500.3333333333333,1252.7888888888888,927.2888888888889,871.7,1208.6222222222223,1524.8777777777777,1664.088888888889,1098.7666666666667,960.4666666666667,1407.6666666666667,1221.3111111111111,903.1111111111111,954.7333333333333,769.2777777777778,877.5666666666667,909.2555555555556,1102.1444444444444,178.96666666666667
KRPPKCP0055,1719.6,91.96666666666667,0.0,0.0,0.25555555555555554,161.0222222222222,345.27777777777777,1595.3777777777777,243.27777777777777,567.8666666666667,869.6,942.5111111111111,1095.7333333333333,1107.388888888889,832.9555555555555,939.8444444444444,563.8222222222222,493.1777777777778,461.46666666666664,445.8222222222222,816.3333333333334,518.2666666666667,410.5111111111111,1439.1555555555556
KRPPKCP0056,2685.1555555555556,193.9111111111111,0.0,0.0,20.444444444444443,209.7,645.7555555555556,1312.9333333333334,838.3555555555556,939.2333333333333,1453.5333333333333,1398.5111111111112,1260.7555555555555,1257.1333333333334,1099.1333333333334,1077.0333333333333,1034.8111111111111,1012.7444444444444,560.9444444444445,849.3222222222222,1464.3111111111111,1161.8,280.1666666666667,832.0555555555555
KRPPKCP0057,1254.611111111111,3314.188888888889,2314.9555555555557,474.3888888888889,266.7111111111111,412.3,718.5888888888888,1739.8777777777777,1113.5,1166.8555555555556,1216.6888888888889,1408.8222222222223,1100.2666666666667,1511.4444444444443,867.6,1489.4,982.1444444444444,1247.4444444444443,1149.088888888889,1148.4,1353.2777777777778,1378.9888888888888,390.3777777777778,201.22222222222223
KRPPKCP0058,7478.7555555555555,6388.7555555555555,1247.4888888888888,381.47777777777776,1042.911111111111,1342.6777777777777,811.4,1941.3444444444444,1275.6444444444444,1210.0666666666666,1641.2,1370.588888888889,1776.8666666666666,1349.3333333333333,1043.9333333333334,1422.8222222222223,1001.7555555555556,1196.8333333333333,1213.911111111111,1322.2666666666667,1286.911111111111,1259.1888888888889,1015.4666666666667,248.2
KRPPKCP0059,656.1444444444444,591.9888888888889,2631.0666666666666,1787.7888888888888,1680.5666666666666,1029.5444444444445,939.4555555555555,1717.5222222222221,1036.3,1498.4888888888888,1849.1777777777777,2016.7222222222222,1359.9222222222222,1353.7111111111112,1695.4666666666667,1436.8666666666666,1552.1333333333334,1213.588888888889,1545.0222222222221,1313.6,1845.0555555555557,1666.611111111111,1389.1333333333334,192.45555555555555
KRPPKCP0060,1852.9888888888888,3725.6222222222223,5714.622222222222,3820.777777777778,1220.111111111111,1001.0666666666667,1112.9888888888888,1914.8,1472.7333333333333,1511.6222222222223,1507.4333333333334,1612.611111111111,1273.7555555555555,1332.6666666666667,1194.088888888889,1177.5222222222221,1275.0333333333333,1432.2666666666667,1349.888888888889,1879.6,1798.3555555555556,1435.5,1145.8333333333333,89.58888888888889
KRPPKCP0061,317.14444444444445,1871.4888888888888,3250.133333333333,3875.911111111111,2283.2444444444445,890.1444444444444,1249.8555555555556,2185.1555555555556,1055.0444444444445,1552.1555555555556,1484.1444444444444,2059.6666666666665,1676.4888888888888,1665.8666666666666,1020.2555555555556,1501.088888888889,1089.2,1348.9444444444443,1911.588888888889,1632.2444444444445,1691.7,1607.5444444444445,1196.5333333333333,8.766666666666667
KRPPKCP0062,895.6111111111111,2162.6555555555556,3914.788888888889,3526.988888888889,1347.4666666666667,1314.3222222222223,1081.6666666666667,1680.4555555555555,1499.4222222222222,1761.611111111111,1469.2333333333333,1750.8444444444444,1532.4444444444443,1389.7,1362.3777777777777,1847.1444444444444,1413.5666666666666,1623.6888888888889,1469.7111111111112,1601.0333333333333,1769.4666666666667,1597.2666666666667,1006.4222222222222,252.84444444444443
KRPPKCP0063,153.94444444444446,769.3888888888889,123.06666666666666,131.6,50.0,118.87777777777778,35.15555555555556,25.11111111111111,0.0,11.733333333333333,0.0,9.066666666666666,150.03333333333333,148.75555555555556,140.07777777777778,43.67777777777778,98.68888888888888,131.36666666666667,0.0,1.5222222222222221,7.566666666666666,109.9888888888889,1083.2222222222222,581.9777777777778
KRPPKCP0064,379.3222222222222,1073.4,302.06666666666666,125.32222222222222,72.8,157.8,7.6,73.88888888888889,53.51111111111111,93.21111111111111,83.63333333333334,54.388888888888886,128.07777777777778,109.43333333333334,187.37777777777777,307.4111111111111,312.94444444444446,37.577777777777776,62.98888888888889,58.68888888888889,109.28888888888889,123.43333333333334,534.1666666666666,790.5333333333333
KRPPKCP0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5444444444444444
KRPPKCP0080,1626.111111111111,235.43333333333334,43.44444444444444,0.0,0.0,12.4,923.9222222222222,1014.2222222222222,754.9888888888889,788.1888888888889,1219.2888888888888,1161.8777777777777,938.6444444444444,347.5888888888889,289.6666666666667,544.6444444444444,1454.1333333333334,1641.3444444444444,1252.8777777777777,818.9222222222222,832.9222222222222,957.7666666666667,1133.0444444444445,711.3444444444444
KRPPKCP0081,1179.5777777777778,118.58888888888889,0.0,0.0,0.0,8.0,597.6333333333333,768.0444444444445,604.3,514.2555555555556,683.3444444444444,817.5444444444445,748.3222222222222,363.6,378.76666666666665,634.6888888888889,971.8111111111111,857.3444444444444,550.9555555555555,875.0777777777778,632.3888888888889,535.9222222222222,645.8666666666667,184.96666666666667
KRPPKCP0082,1096.5777777777778,109.75555555555556,0.0,0.0,0.0,29.333333333333332,251.27777777777777,457.47777777777776,241.96666666666667,308.53333333333336,424.2888888888889,485.34444444444443,438.1,232.9111111111111,149.44444444444446,303.6,549.5555555555555,644.0777777777778,284.27777777777777,444.23333333333335,431.25555555555553,391.14444444444445,365.46666666666664,179.15555555555557
KRPPKCP0083,426.3333333333333,16.933333333333334,0.0,0.0,0.0,0.0,404.22222222222223,318.0111111111111,381.5111111111111,346.64444444444445,350.3888888888889,363.9,394.34444444444443,217.77777777777777,209.67777777777778,331.97777777777776,344.34444444444443,471.4888888888889,415.4222222222222,241.72222222222223,387.34444444444443,551.4,398.7,669.5444444444445
KRPPKCP0084,1340.4666666666667,236.6,82.66666666666667,82.66666666666667,8.266666666666667,10.688888888888888,631.3333333333334,713.6666666666666,435.4111111111111,550.7333333333333,502.3666666666667,689.1888888888889,591.5333333333333,355.0777777777778,140.3,171.5,516.1888888888889,657.0222222222222,568.9444444444445,351.9111111111111,529.3444444444444,534.1888888888889,592.3777777777777,679.5333333333333
KRPPKCP0085,1038.911111111111,202.0888888888889,68.78888888888889,15.166666666666666,0.0,27.866666666666667,440.3,463.3222222222222,532.3777777777777,452.6777777777778,593.4888888888889,834.0555555555555,621.5111111111111,116.41111111111111,117.93333333333334,354.9555555555556,731.6888888888889,469.0444444444444,389.2111111111111,692.8222222222222,387.8333333333333,411.97777777777776,604.9333333333333,794.5
KRPPKCP0086,2806.6666666666665,1193.588888888889,453.6777777777778,63.46666666666667,141.06666666666666,1222.6,2711.8888888888887,3265.5,2151.9,2591.688888888889,2640.9444444444443,1482.8111111111111,2632.6,2264.6444444444446,2269.5444444444443,1479.0,1342.1666666666667,3350.5444444444443,2297.6444444444446,2410.1222222222223,1669.8,1683.9555555555555,1665.7222222222222,2408.3333333333335
KRPPKCP0087,1869.8222222222223,2115.277777777778,1841.2333333333333,1303.1,333.15555555555557,876.0555555555555,2575.1555555555556,2877.4333333333334,2237.9333333333334,2893.311111111111,3102.1444444444446,1855.7444444444445,3179.9222222222224,2471.9666666666667,2664.777777777778,1464.7777777777778,1486.4,3378.811111111111,2457.6,2864.266666666667,2110.288888888889,2289.5333333333333,1318.1333333333334,1013.6666666666666
KRPPKCP0088,3664.8777777777777,2785.9666666666667,403.6111111111111,79.34444444444445,0.4222222222222222,128.45555555555555,1873.411111111111,3245.766666666667,2686.5333333333333,2511.133333333333,3639.5222222222224,1870.388888888889,3358.211111111111,2926.288888888889,2702.6444444444446,1663.9666666666667,1565.5777777777778,3410.088888888889,2972.4777777777776,2501.788888888889,2134.1666666666665,2128.722222222222,1466.8555555555556,182.27777777777777
KRPPKCP0089,4001.0333333333333,3499.0222222222224,1252.1777777777777,228.88888888888889,6.044444444444444,89.75555555555556,678.9333333333333,1271.1333333333334,1003.4555555555555,1005.8333333333334,1204.111111111111,831.8666666666667,1500.2333333333333,1024.888888888889,1029.8333333333333,627.5222222222222,683.7333333333333,1319.8333333333333,1310.8777777777777,1234.5333333333333,914.2333333333333,1604.5111111111112,698.8333333333334,405.0
KRPPKCP0090,2746.3,3011.8555555555554,1951.7444444444445,445.2888888888889,243.43333333333334,291.8333333333333,406.6,564.1555555555556,576.8444444444444,379.46666666666664,464.6,550.5666666666667,675.7,323.97777777777776,417.4111111111111,204.5888888888889,210.4111111111111,677.5888888888888,494.9,403.96666666666664,522.6,556.1777777777778,337.3333333333333,497.72222222222223
KRPPKCP0091,1952.9333333333334,212.64444444444445,16.833333333333332,0.0,26.255555555555556,225.36666666666667,148.2,719.6555555555556,462.52222222222224,383.22222222222223,550.0444444444445,462.84444444444443,825.2111111111111,639.5222222222222,404.5111111111111,131.0222222222222,207.37777777777777,580.6555555555556,356.4888888888889,265.1,419.85555555555555,701.4111111111112,1240.0555555555557,4095.722222222222
KRPPKCP0092,724.3666666666667,1645.3777777777777,1914.0222222222221,742.3888888888889,255.84444444444443,165.2,775.6333333333333,1169.5333333333333,528.2,862.8777777777777,973.1888888888889,545.0444444444445,1033.7777777777778,974.5666666666667,1258.5222222222221,662.4333333333333,589.6333333333333,1325.1333333333334,956.8333333333334,878.4888888888889,674.3444444444444,970.4111111111112,817.4888888888889,628.8777777777777
